champ_name,top,jungle,mid,adc,support,build,runes
kindred,,"[[""Kha'Zix"", 'Amumu', 'Shaco', 'Ekko', 'Udyr', 'Briar', 'Zac', 'Master Yi', 'Xin Zhao', 'Volibear', 'Warwick', 'Rengar', 'Elise', 'Skarner', 'Ivern', 'Zed', 'Talon', 'Poppy', 'Zyra'], ['Diana', 'Shyvana', 'Taliyah', 'Sylas', 'Gwen', 'Morgana'], ['Graves', 'Kayn', 'Jarvan IV', 'Hecarim', 'Vi', ""Bel'Veth"", 'Karthus', 'Brand', 'Evelynn', 'Wukong', ""Rek'Sai"", 'Maokai', 'Qiyana']]",,,,"['Kraken Slayer', 'The Collector', 'Infinity Edge']",
kled,"[['Darius', 'Jax', 'Camille', 'Riven', 'Gragas', ""Cho'Gath"", 'Aurora', 'Wukong', 'Akali', 'Trundle', 'Quinn'], ['Nasus', 'Mordekaiser', 'Yone', ""K'Sante"", 'Illaoi', 'Tryndamere', 'Ornn', 'Jayce', 'Dr. Mundo', 'Smolder', 'Gangplank', 'Urgot', 'Shen', 'Olaf', 'Sion', 'Irelia', 'Tahm Kench', 'Teemo', 'Rumble', 'Yasuo', 'Zac', 'Varus', 'Ryze', 'Vayne', 'Udyr', 'Sylas'], ['Sett', 'Renekton', 'Volibear', 'Poppy', 'Singed']]",,,,,"['Eclipse', 'Profane Hydra', 'Voltaic Cyclosword']",
kogmaw,,,,"[['Caitlyn', 'Seraphine', 'Kalista', 'Yasuo'], [""Kai'Sa"", 'Smolder', 'Ezreal', 'Draven', 'Ashe', 'Zeri', 'Samira', 'Aphelios', 'Vayne', 'Sivir', 'Nilah', 'Tristana', 'Brand', 'Swain'], ['Jhin', 'Miss Fortune', 'Jinx', 'Varus', 'Lucian', 'Twitch', 'Xayah']]",,"['Blade of The Ruined King', ""Guinsoo's Rageblade"", ""Runaan's Hurricane""]",
leblanc,,,"[['Vex', 'Malzahar', 'Aurora', 'Galio', 'Viktor', 'Ryze', 'Vladimir', 'Naafiri', 'Zoe', 'Fizz', 'Veigar', 'Ekko', 'Cassiopeia', 'Brand', 'Nunu & Willump', 'Gragas', 'Pantheon', 'Malphite', 'Quinn', 'Swain', 'Kayle'], ['Smolder', 'Orianna', 'Azir', 'Irelia', 'Corki', 'Tristana', 'Lucian', 'Ziggs', 'Varus', ""Vel'Koz"", 'Zeri', 'Kennen', 'Neeko', 'Renekton'], ['Zed', 'Yone', 'Hwei', 'Lux', 'Kassadin', 'Xerath', 'Talon', 'Anivia', 'Akshan', 'Qiyana', 'Garen', 'Taliyah', 'Jayce', 'Annie', 'Rumble']]",,,"[""Luden's Companion"", 'Shadowflame', ""Rabadon's Deathcap""]",
leesin,,"[['Lillia', 'Nocturne', 'Amumu', 'Shaco', 'Taliyah', 'Warwick', 'Volibear', ""Rek'Sai"", 'Evelynn', 'Poppy', 'Skarner', 'Talon', 'Gwen', 'Zyra'], ['Sylas', 'Maokai'], ['Viego', 'Graves', 'Nidalee', 'Vi', 'Diana', 'Hecarim', 'Gragas', 'Ekko', 'Kindred', 'Master Yi', 'Sejuani', 'Shyvana', 'Briar', 'Karthus', 'Brand', ""Bel'Veth"", 'Rengar', 'Zed', 'Ivern', 'Rammus']]",,,,"['Eclipse', 'Sundered Sky', 'Black Cleaver']",
leona,,,,,"[['Pyke', 'Morgana', 'Poppy', 'Janna', 'Bard', 'Zilean', 'Taric', 'Zoe'], ['Nautilus', 'Blitzcrank', 'Yuumi', 'Zyra', ""Vel'Koz"", 'Maokai', 'Renata Glasc', 'Camille', 'LeBlanc', 'Ashe'], ['Senna', 'Thresh', 'Alistar', 'Lulu', 'Rell', 'Karma', 'Seraphine', 'Lux', 'Sona', 'Brand', 'Swain', 'Tahm Kench', 'Hwei', 'Amumu', 'Fiddlesticks']]","[""Warmog's Armor"", 'Locket of the Iron Solari', ""Knight's Vow""]",
lillia,,"[[""Kha'Zix"", 'Diana', 'Xin Zhao', 'Ivern', ""Rek'Sai"", 'Qiyana'], ['Lee Sin', 'Nidalee', 'Vi', 'Shaco', 'Shyvana', 'Zac', 'Sejuani', 'Warwick', 'Gragas', 'Sylas', 'Skarner', 'Rammus', 'Maokai', 'Morgana', 'Zyra', 'Poppy', 'Jax'], ['Viego', 'Graves', 'Amumu', 'Hecarim', 'Kayn', 'Kindred', 'Ekko', 'Briar', 'Brand', 'Volibear', 'Nunu & Willump', 'Karthus', 'Evelynn', 'Wukong', 'Taliyah', 'Talon', 'Zed', 'Gwen']]",,,,"[""Liandry's Torment"", 'Riftmaker', ""Zhonya's Hourglass""]",
lissandra,,,"[['Sylas', 'Hwei', 'Viktor', 'Veigar', 'Anivia', 'Ziggs', 'Cassiopeia', 'Pantheon', 'Gragas'], ['Yasuo', 'Yone', 'Katarina', 'Smolder', 'Syndra', 'Akali', 'Fizz', 'Talon', 'Ryze', 'Irelia', 'Nasus', 'Kassadin', 'Ekko', 'Corki', 'Taliyah', 'Tristana', 'Varus', 'Zeri', 'Jayce', ""Vel'Koz"", 'Quinn', 'Rumble', 'Nunu & Willump'], ['LeBlanc', 'Zed', 'Ahri', 'Aurora', 'Orianna', 'Vladimir', 'Xerath', 'Twisted Fate', 'Galio', 'Malzahar', 'Vex', 'Diana', 'Aurelion Sol', 'Qiyana', 'Lucian', 'Garen', 'Annie', 'Neeko', 'Kayle', 'Kennen', 'Renekton']]",,,"['Malignance', 'Shadowflame', ""Zhonya's Hourglass""]",
lucian,,,,"[['Miss Fortune', 'Aphelios', 'Nilah', 'Brand'], ['Zeri', 'Vayne', 'Kalista', 'Tristana'], [""Kai'Sa"", 'Ezreal', 'Caitlyn', 'Smolder', 'Varus', 'Jinx', 'Ashe', 'Samira', 'Ziggs', 'Seraphine']]",,"['Essence Reaver', 'Navori Flickerblade', 'Infinity Edge']",
lulu,,,,,"[['Senna', 'Nami', 'Janna', 'Zyra', 'Sona', 'Taric', 'Tahm Kench', 'Renata Glasc', 'Amumu', 'Zoe', 'Zac', 'Shen', 'Fiddlesticks'], ['Nautilus', 'Yuumi', 'Lux', 'Braum', 'Alistar', 'Poppy', 'Morgana', 'Brand', 'Swain', 'Shaco', 'Ashe', 'LeBlanc'], ['Thresh', 'Karma', 'Seraphine', 'Rell', 'Rakan', 'Xerath', 'Bard', 'Zilean', 'Pantheon', 'Neeko', 'Hwei', 'Camille']]","[""Shurelya's Battlesong"", 'Ardent Censer', 'Moonstone Renewer']",
lux,,,"[['Hwei', 'LeBlanc', 'Yone', 'Fizz', 'Malzahar', 'Twisted Fate', 'Aurelion Sol', 'Irelia', 'Ziggs', 'Diana', 'Talon', 'Naafiri', 'Qiyana', 'Taliyah', ""Vel'Koz"", 'Zeri', 'Quinn', 'Swain', 'Gragas', 'Kayle', 'Neeko'], ['Smolder', 'Yasuo', 'Vladimir', 'Azir', 'Nasus', 'Ekko', 'Kassadin', 'Corki', 'Akshan', 'Cassiopeia', 'Varus', 'Tristana', 'Lucian', 'Garen', 'Pantheon', 'Kennen', 'Malphite', 'Nunu & Willump'], ['Zed', 'Syndra', 'Lissandra', 'Xerath', 'Orianna', 'Akali', 'Veigar', 'Ryze', 'Galio', 'Brand']]",,,"[""Luden's Companion"", 'Horizon Focus', ""Rabadon's Deathcap""]",
lux,,,,,"[['Senna', 'Nami', 'Karma', 'Lulu', 'Xerath', 'Pyke', 'Blitzcrank', 'Milio', 'Yuumi', 'Bard', 'Rell', 'Janna', 'Rakan', ""Vel'Koz"", 'Poppy', 'Sona', 'Pantheon', 'Shaco', 'Tahm Kench', 'Taric', 'LeBlanc', 'Ashe', 'Camille', 'Amumu', 'Zoe', 'Fiddlesticks', 'Shen'], ['Morgana', 'Alistar', 'Neeko', 'Swain', 'Zac'], ['Thresh', 'Nautilus', 'Seraphine', 'Soraka', 'Zyra', 'Braum', 'Zilean', 'Hwei', 'Maokai', 'Renata Glasc']]","[""Luden's Companion"", 'Horizon Focus', 'Shadowflame']",
malphite,"[['Garen', 'Sylas', 'Mordekaiser', 'Renekton', 'Camille', 'Ornn', 'Dr. Mundo', 'Gangplank', ""Cho'Gath"", 'Sion', 'Illaoi', 'Tahm Kench', 'Vladimir', 'Yorick', 'Shen', 'Kayle', 'Akali', 'Poppy', 'Zed', 'Singed', 'Ryze', 'Zac', 'Udyr', 'Heimerdinger', 'Cassiopeia'], ['Jayce', 'Smolder', 'Yone', 'Fiora', 'Gnar', 'Irelia', 'Wukong', 'Vayne', 'Yasuo', 'Varus', 'Olaf', 'Trundle'], ['Aatrox', 'Darius', 'Tryndamere', 'Jax', 'Sett', 'Riven', 'Gwen', 'Quinn', 'Teemo', 'Volibear', 'Kennen', 'Gragas', 'Aurora', 'Urgot', 'Kled']]",,,,,"['Sunfire Aegis', 'Thornmail', 'Frozen Heart']",
malzahar,,,"[['Smolder', 'Katarina', 'Hwei', 'Ahri', 'Lissandra', 'Aurora', 'Twisted Fate', 'Xerath', 'Orianna', 'Diana', 'Aurelion Sol', 'Galio', 'Fizz', 'Ekko', 'Nasus', 'Talon', 'Irelia', 'Brand', 'Naafiri', 'Kassadin', 'Akshan', ""Vel'Koz"", 'Garen', 'Annie', 'Lucian', 'Swain', 'Quinn', 'Malphite'], ['LeBlanc', 'Yasuo', 'Vladimir', 'Lux', 'Ryze', 'Azir', 'Qiyana', 'Ziggs', 'Corki', 'Taliyah', 'Tristana', 'Jayce', 'Zeri', 'Pantheon', 'Gragas'], ['Zed', 'Sylas', 'Yone', 'Veigar', 'Viktor', 'Zoe', 'Kayle']]",,,"['Blackfire Torch', ""Liandry's Torment"", ""Rylai's Crystal Scepter""]",
maokai,"[['Aatrox', 'Garen', 'Sett', 'Mordekaiser', 'Gwen', 'Jax'], ['Nasus', 'Malphite', 'Volibear', 'Gangplank', 'Ornn', 'Riven', 'Dr. Mundo', 'Vladimir', 'Fiora'], ['Camille', 'Yone', 'Smolder']]",,,,,"['Tear of the Goddess', 'Sunfire Aegis', 'Fimbulwinter', 'Spirit Visage']",
maokai,,"[['Lee Sin', 'Lillia', 'Vi', 'Graves', ""Kha'Zix"", 'Nocturne', 'Jarvan IV', 'Kayn', 'Nidalee', 'Shaco', 'Hecarim', 'Zac', 'Ekko', 'Udyr', 'Master Yi', 'Sylas', 'Brand', 'Nunu & Willump', 'Wukong', 'Warwick', 'Fiddlesticks', 'Volibear', 'Taliyah', 'Elise', 'Gragas', 'Skarner', 'Gwen'], ['Sejuani', 'Diana', 'Briar', 'Evelynn', 'Rengar', 'Ivern', 'Karthus', 'Zed', 'Talon'], ['Viego']]",,,,"[""Liandry's Torment"", ""Warmog's Armor"", 'Locket of the Iron Solari']",
maokai,,,,,"[['Leona', 'Pyke', 'Nami', 'Karma', 'Alistar', 'Janna', 'Zilean', 'Sona', 'Neeko', 'Tahm Kench', 'Swain', 'Fiddlesticks'], ['Thresh', 'Rell', 'Blitzcrank', 'Rakan', 'Milio', 'Poppy', 'Bard', 'Xerath', 'Pantheon', 'Taric', 'Hwei', 'Camille', 'Amumu'], ['Senna', 'Nautilus', 'Lulu', 'Yuumi', 'Lux', 'Soraka', 'Morgana', 'Zyra', 'Shaco', 'Renata Glasc']]","[""Warmog's Armor"", 'Locket of the Iron Solari', 'Thornmail']",
masteryi,,"[[""Kha'Zix"", 'Amumu', 'Vi', 'Rammus', 'Sejuani', 'Wukong', 'Elise', 'Skarner'], ['Kayn', 'Nidalee', 'Shyvana', 'Ekko', 'Kindred', 'Rengar', 'Volibear', 'Xin Zhao', 'Fiddlesticks', 'Gragas', 'Brand', 'Karthus', 'Zed', 'Sylas', 'Talon', 'Taliyah', 'Gwen', ""Rek'Sai"", 'Jax', 'Maokai', 'Poppy'], ['Lee Sin', 'Lillia', 'Graves', 'Hecarim', 'Nocturne', 'Jarvan IV', 'Diana', 'Briar', 'Warwick', 'Nunu & Willump', ""Bel'Veth"", 'Evelynn', 'Ivern', 'Morgana', 'Qiyana']]",,,,"['Blade of The Ruined King', ""Guinsoo's Rageblade"", ""Wit's End""]",
milio,,,,,"[['Sona', 'Maokai', 'Hwei', 'Shaco', 'Amumu', 'Camille', 'LeBlanc'], ['Nautilus', 'Seraphine', 'Lux', 'Rell', 'Braum', 'Xerath', 'Morgana', 'Alistar', 'Zyra', ""Vel'Koz"", 'Brand', 'Pantheon', 'Neeko', 'Renata Glasc', 'Swain', 'Ashe', 'Shen', 'Zac', 'Zoe'], ['Senna', 'Nami', 'Thresh', 'Lulu', 'Leona', 'Karma', 'Blitzcrank', 'Soraka', 'Yuumi', 'Bard', 'Rakan', 'Zilean', 'Poppy', 'Taric']]","['Echoes of Helia', 'Moonstone Renewer', 'Ardent Censer']",
missfortune,,,,"[['Ziggs', 'Brand'], [""Kai'Sa"", 'Ezreal', 'Caitlyn', 'Smolder', 'Varus', 'Lucian', 'Zeri', 'Aphelios', 'Vayne', 'Sivir', 'Kalista', 'Tristana', 'Yasuo'], ['Jinx', 'Ashe', 'Draven', 'Samira', 'Xayah', 'Nilah', 'Swain']]",,"['Bloodthirster', 'Essence Reaver', 'Infinity Edge']",
mordekaiser,"[['Yone', 'Olaf', 'Gragas', 'Urgot', 'Poppy', 'Kled', 'Aurora', 'Vayne', 'Quinn', 'Udyr', 'Zed', 'Heimerdinger', 'Cassiopeia'], ['Illaoi', 'Malphite', 'Shen', 'Dr. Mundo', 'Gangplank', 'Tahm Kench', 'Smolder', 'Jayce', 'Wukong', 'Gnar', 'Vladimir', 'Irelia', 'Teemo', 'Kennen', 'Trundle', 'Rumble', 'Zac', 'Yasuo', 'Sylas'], ['Aatrox', 'Garen', 'Darius', 'Renekton', 'Sett', 'Ornn', 'Fiora', 'Jax', ""K'Sante"", 'Riven', 'Yorick', ""Cho'Gath"", 'Sion', 'Kayle']]",,,,,"[""Rylai's Crystal Scepter"", 'Riftmaker', ""Liandry's Torment""]",
morgana,,,,,"[['Senna', 'Karma', 'Nami', 'Lux', 'Lulu', 'Milio', 'Seraphine', 'Xerath', 'Janna', 'Zyra', 'Bard', 'Poppy', 'Sona', 'Pantheon', 'Shaco', 'Taric', 'Hwei', 'Amumu', 'Ashe', 'Zoe', 'LeBlanc', 'Fiddlesticks'], ['Leona', 'Nautilus', 'Blitzcrank', 'Soraka', 'Tahm Kench', 'Camille', 'Zac'], ['Thresh', 'Rell', 'Braum', 'Alistar', 'Rakan', 'Yuumi', 'Brand', 'Zilean', 'Swain']]","[""Liandry's Torment"", ""Zhonya's Hourglass"", 'Morellonomicon']",
nami,,,,,"[['Poppy', 'Amumu', 'Shen'], ['Lulu', 'Karma', 'Nautilus', 'Lux', 'Braum', 'Bard', 'Rell', 'Rakan', 'Alistar', 'Morgana', 'Zilean', 'Brand', 'Pantheon', 'Maokai', 'Taric', 'Swain', 'Neeko', 'Shaco', 'Hwei', 'Renata Glasc', 'Ashe', 'Zac', 'LeBlanc', 'Zoe'], ['Senna', 'Thresh', 'Milio', 'Leona', 'Seraphine', 'Janna', 'Yuumi', 'Blitzcrank', 'Zyra', 'Xerath', 'Sona', ""Vel'Koz"", 'Tahm Kench', 'Camille']]","['Imperial Mandate', ""Shurelya's Battlesong"", 'Ardent Censer']",
nasus,"[['Garen', 'Camille', 'Illaoi', 'Tahm Kench', 'Shen', 'Urgot', 'Wukong', 'Poppy', 'Ryze', 'Kled', 'Quinn', 'Zac', 'Sylas', 'Zed', 'Cassiopeia', 'Udyr'], ['Smolder', 'Jayce', 'Dr. Mundo', 'Gnar', ""K'Sante"", 'Vladimir', 'Kennen', 'Irelia', 'Kayle', 'Teemo', 'Pantheon', 'Akali', 'Yasuo', 'Vayne', 'Varus', 'Heimerdinger'], ['Aatrox', 'Mordekaiser', 'Volibear', 'Renekton', 'Yone', 'Gwen', 'Yorick', 'Malphite', 'Tryndamere', 'Gangplank', 'Olaf', 'Rumble', 'Gragas', ""Cho'Gath"", 'Singed', 'Warwick']]",,,,,"['Trinity Force', 'Frozen Heart', 'Spirit Visage']",
nautilus,,,,,"[['Senna', 'Thresh', 'Braum', 'Leona', 'Nami', 'Lulu', 'Rell', 'Seraphine', 'Milio', 'Morgana', 'Soraka', 'Bard', 'Janna', 'Poppy', 'Sona', 'Taric', 'Maokai', 'Swain', 'Shaco', 'Renata Glasc', 'Tahm Kench', 'Ashe', 'Amumu', 'Shen', 'Fiddlesticks'], ['Blitzcrank', 'Zyra', 'Hwei', 'Zac'], ['Lux', 'Yuumi', ""Vel'Koz"", 'Zilean', 'Pantheon', 'Neeko', 'LeBlanc', 'Zoe']]","[""Warmog's Armor"", 'Locket of the Iron Solari', ""Knight's Vow""]",
neeko,,,"[['Hwei', 'Yasuo', 'LeBlanc', 'Syndra', 'Twisted Fate', 'Zoe', 'Aurelion Sol', 'Cassiopeia'], ['Yone', 'Zed', 'Ahri', 'Aurora', 'Orianna', 'Smolder', 'Akali', 'Katarina', 'Xerath', 'Talon', 'Lux', 'Galio', 'Azir', 'Viktor', 'Vladimir', 'Veigar', 'Nasus', 'Fizz', 'Ekko'], ['Sylas', 'Malzahar', 'Vex']]",,,"['Hextech Rocketbelt', 'Stormsurge', ""Zhonya's Hourglass""]",
nidalee,,"[['Lillia', 'Hecarim', 'Diana', 'Amumu', 'Master Yi', 'Briar', 'Taliyah', 'Udyr', 'Nunu & Willump', 'Evelynn', 'Wukong', 'Talon', ""Rek'Sai"", 'Skarner', 'Ivern', 'Zed', 'Rammus', 'Gwen', 'Zyra', 'Morgana'], ['Sejuani', 'Karthus', 'Brand', 'Maokai', 'Qiyana'], ['Graves', 'Viego', ""Kha'Zix"", 'Jarvan IV', 'Kindred', 'Shaco', 'Shyvana', 'Fiddlesticks', ""Bel'Veth"", 'Warwick', 'Gragas', 'Sylas']]",,,,"['Lich Bane', ""Liandry's Torment"", ""Zhonya's Hourglass""]",
nilah,,,,"[['Varus', 'Aphelios', ""Kog'Maw"", 'Seraphine', 'Swain'], [""Kai'Sa"", 'Ezreal', 'Caitlyn', 'Jinx', 'Lucian', 'Samira', 'Zeri', 'Ashe', 'Twitch', 'Vayne', 'Sivir', 'Kalista', 'Tristana', 'Yasuo', 'Brand'], ['Miss Fortune', 'Smolder', 'Xayah']]",,"['The Collector', 'Infinity Edge', ""Lord Dominik's Regards""]",
nocturne,,"[['Udyr', 'Fiddlesticks', 'Sylas'], ['Lee Sin', 'Vi', 'Diana', 'Shaco', 'Elise', 'Rengar', 'Nunu & Willump', 'Wukong', 'Brand', 'Sejuani', 'Evelynn', 'Karthus', 'Zed', 'Ivern', 'Gwen', 'Taliyah', 'Maokai', 'Zyra', 'Poppy', 'Qiyana', 'Jax'], [""Kha'Zix"", 'Viego', 'Lillia', 'Amumu', 'Graves', 'Jarvan IV', 'Nidalee', 'Shyvana', 'Briar', 'Kindred', 'Xin Zhao', 'Volibear', 'Gragas', ""Rek'Sai"", 'Skarner', 'Talon']]",,,,"['Stridebreaker', 'Experimental Hexplate', 'Black Cleaver']",
nunu,,"[['Amumu', 'Nocturne', 'Briar', 'Zac', 'Volibear', 'Xin Zhao', 'Skarner', 'Rammus', 'Zyra', 'Jax'], ['Graves', 'Shaco', 'Nidalee', 'Udyr', 'Rengar', 'Sejuani', 'Brand', 'Gragas', 'Evelynn', 'Elise', 'Talon', 'Sylas', ""Rek'Sai"", 'Gwen', 'Taliyah', 'Qiyana', 'Maokai', 'Poppy'], ['Lee Sin', 'Kayn', 'Hecarim', 'Jarvan IV', 'Vi', 'Kindred', 'Shyvana', 'Ekko', 'Fiddlesticks', 'Wukong', 'Karthus']]",,,,"['Hextech Rocketbelt', ""Rabadon's Deathcap"", 'Shadowflame']",
olaf,"[['Darius', 'Camille', 'Jax', 'Fiora', 'Riven', 'Tryndamere', 'Malphite', 'Trundle', 'Sion', 'Kled', 'Akali', 'Poppy', 'Kayle', 'Zac', 'Udyr', 'Singed'], ['Mordekaiser', 'Renekton', ""K'Sante"", 'Jayce', 'Yone', 'Dr. Mundo', 'Smolder', 'Gangplank', 'Gnar', 'Kennen', 'Gwen', 'Teemo', 'Vladimir', 'Yorick', 'Wukong', 'Varus', 'Yasuo', 'Quinn'], ['Nasus', 'Aatrox', 'Volibear', 'Sett', 'Urgot', 'Ornn', 'Shen', 'Rumble', 'Warwick', ""Cho'Gath"", 'Irelia', 'Tahm Kench', 'Pantheon', 'Vayne', 'Ryze', 'Cassiopeia', 'Sylas']]",,,,,"['Stridebreaker', 'Sundered Sky', ""Sterak's Gage""]",
olaf,,"[['Amumu', 'Viego', 'Hecarim', 'Udyr', 'Jarvan IV'], ['Lee Sin', 'Lillia', 'Fiddlesticks', 'Nocturne', 'Nidalee', 'Diana'], ['Vi']]",,,,"['Stridebreaker', 'Sundered Sky', ""Sterak's Gage""]",
orianna,,,"[['LeBlanc', 'Aurora', 'Akali', 'Viktor', 'Aurelion Sol', 'Anivia', 'Ekko', 'Fizz', 'Cassiopeia', 'Kassadin', 'Taliyah', 'Naafiri', 'Brand', 'Annie', ""Vel'Koz"", 'Neeko', 'Pantheon', 'Quinn', 'Gragas', 'Nunu & Willump'], ['Yasuo', 'Smolder', 'Azir', 'Vex', 'Vladimir', 'Ryze', 'Malzahar', 'Corki', 'Lucian', 'Tristana', 'Varus', 'Zeri', 'Swain', 'Rumble', 'Kayle'], ['Yone', 'Sylas', 'Zed', 'Katarina', 'Twisted Fate', 'Xerath', 'Nasus', 'Irelia', 'Talon', 'Jayce', 'Garen', 'Malphite']]",,,"[""Seraph's Embrace"", ""Liandry's Torment"", ""Zhonya's Hourglass""]",
ornn,"[['Camille', 'Fiora', 'Volibear', 'Illaoi', 'Riven', 'Shen', 'Aurora', 'Poppy', 'Warwick', 'Kled', 'Vayne', 'Quinn', 'Singed', 'Ryze', 'Udyr', 'Cassiopeia'], ['Renekton', 'Yone', 'Malphite', 'Jayce', 'Gangplank', 'Pantheon', 'Tahm Kench', ""Cho'Gath"", 'Teemo', 'Kayle', 'Yasuo', 'Akali', 'Heimerdinger', 'Zed'], ['Aatrox', 'Nasus', 'Darius', 'Gwen', ""K'Sante"", 'Gnar', 'Yorick', 'Gragas', 'Wukong', 'Tryndamere', 'Sion', 'Irelia', 'Rumble', 'Trundle', 'Olaf', 'Zac', 'Sylas']]",,,,,"['Sunfire Aegis', 'Thornmail', ""Jak'Sho, The Protean""]",
pantheon,"[['Nasus', 'Ornn', 'Yone', 'Dr. Mundo', 'Illaoi', 'Urgot', 'Sion', 'Irelia', 'Tahm Kench', 'Yorick', 'Quinn', 'Warwick', 'Kayle', 'Trundle', 'Heimerdinger', 'Sylas', 'Cassiopeia', 'Zed'], ['Aatrox', 'Darius', 'Riven', 'Jayce', 'Smolder', 'Gangplank', 'Tryndamere', 'Akali', 'Kennen', 'Yasuo', 'Singed', 'Zac', 'Ryze', 'Varus', 'Vayne'], ['Garen', 'Renekton', 'Camille', 'Mordekaiser', 'Jax', 'Volibear', 'Malphite', 'Gnar', 'Gragas', 'Poppy', ""Cho'Gath"", 'Rumble', 'Teemo', 'Wukong', 'Kled', 'Udyr']]",,,,,"['Eclipse', 'Black Cleaver', 'Spear of Shojin']",
pantheon,,,,,"[['Senna', 'Thresh', 'Pyke', 'Nami', 'Milio', 'Seraphine', 'Poppy', 'Soraka', 'Rakan', 'Janna', 'Shaco', 'Maokai', 'Tahm Kench', 'Amumu', 'Zac'], ['Yuumi', 'Lux', 'Karma', 'Xerath', 'Morgana', 'Zyra', 'Brand', ""Vel'Koz"", 'Swain', 'Taric', 'Camille', 'Renata Glasc'], ['Leona', 'Nautilus', 'Lulu', 'Alistar', 'Blitzcrank', 'Rell', 'Bard', 'LeBlanc']]","['Umbral Glaive', 'Eclipse', 'Black Cleaver']",
pantheon,,,"[['Hwei', 'Ahri', 'Twisted Fate', 'Lux', 'Vex', 'Xerath', 'Aurelion Sol', 'Malzahar', 'Naafiri', 'Qiyana', 'Zoe', 'Corki', 'Viktor'], ['Yasuo', 'Yone', 'Smolder', 'Akali', 'Fizz', 'Lissandra', 'LeBlanc', 'Syndra', 'Talon', 'Orianna', 'Kassadin', 'Vladimir', 'Diana', 'Ekko', 'Nasus', 'Ryze', 'Azir', 'Irelia', 'Garen'], ['Katarina', 'Sylas', 'Veigar']]",,,"['Eclipse', 'Black Cleaver', 'Spear of Shojin']",
poppy,"[['Garen', 'Darius', 'Fiora', 'Dr. Mundo', 'Gragas', 'Urgot', 'Yorick', 'Kennen', 'Rumble', ""Cho'Gath"", 'Akali', 'Warwick', 'Kayle', 'Quinn', 'Udyr', 'Vayne'], ['Aatrox', 'Nasus', 'Riven', 'Renekton', 'Mordekaiser', 'Sett', 'Jax', 'Volibear', ""K'Sante"", 'Ornn', 'Jayce', 'Smolder', 'Gnar', 'Illaoi', 'Irelia', 'Malphite', 'Shen', 'Tryndamere', 'Olaf', 'Tahm Kench', 'Zac', 'Ryze', 'Sylas', 'Zed'], ['Yone', 'Gwen', 'Pantheon', 'Sion', 'Vladimir', 'Kled', 'Teemo', 'Yasuo', 'Singed']]",,,,,"['Tear of the Goddess', 'Sunfire Aegis', 'Fimbulwinter', 'Thornmail']",
poppy,,"[['Lillia', ""Kha'Zix"", 'Nocturne', 'Rengar', 'Hecarim', 'Master Yi', 'Brand', 'Briar', 'Udyr', 'Fiddlesticks', 'Xin Zhao', 'Karthus', 'Talon', 'Nunu & Willump', 'Taliyah', 'Warwick'], ['Lee Sin', 'Amumu', 'Zac', 'Diana', 'Kindred', 'Shaco', 'Gragas', 'Volibear', ""Bel'Veth"", 'Wukong', 'Sylas'], ['Viego', 'Vi', 'Nidalee', 'Shyvana', 'Sejuani', 'Elise', 'Evelynn']]",,,,"['Sundered Sky', ""Dead Man's Plate"", 'Thornmail']",
pyke,,,,,"[['Poppy', 'Zyra', 'Taric', 'Shaco', 'Renata Glasc', 'Fiddlesticks', 'Zoe'], ['Thresh', 'Leona', 'Lux', 'Yuumi', 'Alistar', 'Bard', 'Zilean', 'Pantheon', ""Vel'Koz"", 'Brand', 'Swain', 'Hwei', 'Ashe', 'Shen'], ['Senna', 'Nautilus', 'Nami', 'Lulu', 'Karma', 'Rell', 'Milio', 'Seraphine', 'Soraka', 'Morgana', 'Maokai', 'Neeko', 'Tahm Kench', 'Camille', 'Zac', 'Amumu']]","['Umbral Glaive', ""Youmuu's Ghostblade"", 'Edge of Night']",
qiyana,,,"[['Vladimir', 'Twisted Fate', 'Malzahar', 'Ryze', 'Diana', 'Aurelion Sol', 'Anivia', 'Garen', 'Viktor', 'Naafiri', 'Akshan', 'Corki', 'Malphite', 'Gragas'], ['Katarina', 'Yone', 'Ahri', 'Smolder', 'Hwei', 'Akali', 'Lux', 'Vex', 'Veigar', 'Xerath', 'Azir', 'Zoe', 'Irelia', 'Ekko', 'Ziggs', 'Lucian', 'Annie', 'Brand', 'Varus', 'Tristana', 'Jayce', ""Vel'Koz"", 'Renekton', 'Pantheon', 'Zeri', 'Kayle', 'Quinn'], ['Yasuo', 'Aurora', 'Syndra', 'Orianna', 'Fizz', 'Talon', 'Nasus', 'Galio']]",,,"['Profane Hydra', ""Youmuu's Ghostblade"", ""Serylda's Grudge""]",
